word	pos	meaning_en	source	file
土曜日	noun	Saturday	en.wikipedia.org (ja article)	500px-Polidoro_da_Caravaggio_-_Saturnus-thumb.jpg
地下	noun	underground	en.wikipedia.org (ja article)	500px-Chamois_P1010758mod.jpg
地下鉄	noun	subway	ja.wikipedia.org	500px-Lancaster_Gate_tube.jpg
地図	noun	map	ja.wikipedia.org	500px-1154_world_map_by_Moroccan_cartographer_al-Idrisi_for_king_Roger_of_Sicily.jpg
地域	noun	region; area	ja.wikipedia.org	500px-Regions_of_Vancouver_Island,_BC.png
地球	noun	the earth	ja.wikipedia.org	500px-The_Blue_Marble_(remastered).jpg
地理	noun	geography	en.wikipedia.org (ja article)	page1-500px-CIA_World_Physical_Map_(2023).pdf.jpg
地震	noun	earthquake	en.wikipedia.org (ja article)	500px-Quake_epicenters_1963-98.png
坂	noun	slope; hill	ja.wikipedia.org	500px-坂道.jpg
基礎	noun	foundation; basics	ja.wikipedia.org	500px-081111-Pile-driver.jpeg
堕落	noun	depravity; corruption	en.wikipedia.org (ja article)	500px-Temptation_Adam_Eva.jpg
報道	noun	news report; coverage	ja.wikipedia.org	500px-Photojournalists_photograph_President_Barack_Obama.jpg
塩	noun	salt	ja.wikipedia.org	500px-Table_salt_with_salt_shaker_V1.jpg
増加	noun	increase	en.wikipedia.org (ja article)	500px-Monotonicity_example1.svg.png
壁	noun	wall	ja.wikipedia.org	500px-Brusel_2005-0014.jpg
声	noun	voice	ja.wikipedia.org	Izdisaj.jpg
変化	noun	change	en.wikipedia.org (ja article)	500px-056_Teaching_Impermanence_(9014223736).jpg
夏	noun	summer	ja.wikipedia.org	500px-Ono-himawarino-oka-park6226180●.jpg
夏休み	noun	summer vacation	ja.wikipedia.org	500px-Suma_Beach.jpg
夕べ	noun	last night	ja.wikipedia.org	500px-Yuuyake.JPEG
夕方	noun	evening; dusk	ja.wikipedia.org	500px-Yuuyake.JPEG
夜	noun	night	ja.wikipedia.org	500px-PortSaintGoustanAurayQuaiFranklinNuit2002FL.jpg
夜中	noun	middle of the night	ja.wikipedia.org	500px-PortSaintGoustanAurayQuaiFranklinNuit2002FL.jpg
夢	noun	dream	ja.wikipedia.org	500px-A_dream_(BM_1868,0808.9057).jpg
大使館	noun	embassy	ja.wikipedia.org	500px-Embassy_of_the_Russian_Federation_in_Washington,_D.C.jpg
大勢	noun	many people; a crowd	ja.wikipedia.org	500px-Giants_Taiusei_Ota_20220813.jpg
大学	noun	university	ja.wikipedia.org	500px-Laurentius_de_Voltolina_001.jpg
大陸	noun	continent	ja.wikipedia.org	500px-Whole_world_-_land_and_oceans_12000.jpg
天気	noun	weather	en.wikipedia.org (ja article)	500px-Port_and_lighthouse_overnight_storm_with_lightning_in_Port-la-Nouvelle.jpg
天気予報	noun	weather forecast	ja.wikipedia.org	500px-Weather_forecast_by_JMA_20230511.png
夫	noun	husband	ja.wikipedia.org	500px-Bride-groom-kiss.jpg
夫婦	noun	married couple	en.wikipedia.org (ja article)	500px-Marriage_symbol.svg.png
失敗	noun	failure; mistake	en.wikipedia.org (ja article)	500px-Failure_is_not_a_crime._Sign_on_Leh-Nubra_road.2010.jpg
失業	noun	unemployment	ja.wikipedia.org	500px-Unemployment_rates_of_World_(CIA_Fact_Book).png
契約	noun	contract	ja.wikipedia.org	法律行為.png
女	noun	woman; female	ja.wikipedia.org	Woman_Montage_(1).jpg
女の子	noun	girl	ja.wikipedia.org	500px-2016-08-05_Kagayaki_(ship,_2009)Port_of_Toba_鳥羽市営定期船「かがやき」_DSCF5994.jpg
女性	noun	woman; female	ja.wikipedia.org	Woman_Montage_(1).jpg
好み	noun	taste; preference	en.wikipedia.org (ja article)	500px-EnthusiasticBillyMurray.jpg
妹	noun	younger sister	ja.wikipedia.org	500px-Nuclear_family_member_younger_sister.svg.png
妻	noun	wife	ja.wikipedia.org	500px-Kustodiev_Merchants_Wife.jpg
姉	noun	(my) older sister	ja.wikipedia.org	500px-Nuclear_family_member_older_sister.svg.png
娘	noun	daughter	ja.wikipedia.org	500px-Doddy4GenerationsAug1931A.jpg
子供	noun	child	ja.wikipedia.org	500px-Arnegger_Portrait_Geschwister_Fromknecht_VLM.jpg
存在	noun	existence	ja.wikipedia.org	500px-Existential_quantifier.svg.png
季節	noun	season	ja.wikipedia.org	500px-Bäume_Jahreszeit_2013.jpg
学校	noun	school	ja.wikipedia.org	500px-Менська_районна_гимназія;_13.08.19.jpg
学生	noun	student	ja.wikipedia.org	500px-Magic_Carpet_School_12C_section_students_(2019).jpg
学習	noun	learning; study	ja.wikipedia.org	500px-Four_Types_of_Learning_Styles.jpg
宇宙	noun	universe; space	ja.wikipedia.org	500px-Hubble_ultra_deep_field.jpg
定食	noun	set meal	ja.wikipedia.org	500px-Tempura,_sashimi,_pickles,_ris_og_misosuppe_(6289116752).jpg
宝	noun	treasure	en.wikipedia.org (ja article)	Tesoro_de_Villena.jpg
実験	noun	experiment	en.wikipedia.org (ja article)	500px--Apollo_15_feather_and_hammer_drop.ogv.jpg
家	noun	house; home	en.wikipedia.org	500px-Katsura_Imperial_Villa_in_Spring.jpg
家事	noun	housework	en.wikipedia.org (ja article)	500px-The_Girl_Guides_Association_in_Britain,_1914-1918_Q27921.jpg
家族	noun	family	ja.wikipedia.org	500px-Condon_family_portrait_in_Greece_1895.jpg
宿題	noun	homework	en.wikipedia.org (ja article)	500px-Homework_-_vector_maths.jpg
寺	noun	temple	ja.wikipedia.org	500px-Swastika_solarsymbol.svg.png
寿命	noun	lifespan	ja.wikipedia.org	500px-Comparison_gender_life_expectancy_CIA_factbook.svg.png
封筒	noun	envelope	ja.wikipedia.org	lossy-page1-500px-Civil_War_envelope_LCCN2013645773.tif.jpg
封鎖	noun	blockade; freeze	en.wikipedia.org (ja article)	500px-Nelson's_Inshore_Blockading_Squadron_at_Cadiz,_July_1797.jpg
専門家	noun	expert; specialist	en.wikipedia.org (ja article)	500px-Becker_von,_Adolf_-_The_Art_Expert_-_Google_Art_Project.jpg
将来	noun	future	en.wikipedia.org (ja article)	500px-Zeitpyramide_2023_B.jpg
尊敬	noun	respect	ja.wikipedia.org	500px-Silence_and_Respect.jpg
小学校	noun	elementary school	ja.wikipedia.org	500px-Nash_Mill_Church_of_England_Primary_School_original_building.jpg
小説	noun	novel	en.wikipedia.org	500px-Madame_de_Pompadour.jpg
小遣い	noun	pocket money	en.wikipedia.org (ja article)	500px-Pay_Day_for_Boy_Scouts_at_a_fruit-picking_camp_near_Cambridge_in_1943._D16223.jpg
就職	noun	getting a job; employment	ja.wikipedia.org	500px-04-09-12-Schaupflügen-Fahrenwalde-RalfR-IMG_1232.jpg
居眠り	noun	dozing off	ja.wikipedia.org	Bank-Security-Guard-Sleeping-Cropped.jpeg
屈辱	noun	humiliation; disgrace	ja.wikipedia.org	William_Pyne-_The_Costume_of_Great_Britain_(1805)_-_The_Pillory.JPG
屋上	noun	rooftop	ja.wikipedia.org	500px-Shibuya_Scramble_Square_-_SHIBUYA_SKY_9.jpg
屋根	noun	roof	ja.wikipedia.org	500px-Roofes.JPG
展覧会	noun	exhibition	ja.wikipedia.org	500px-Melaka_Art_Gallery_-_Exhibition_Hall.jpg
山	noun	mountain	en.wikipedia.org (ja article)	500px-Everest_North_Face_toward_Base_Camp_Tibet_Luca_Galuzzi_2006.jpg
島	noun	island	ja.wikipedia.org	500px-Islands_of_the_world.PNG
崇拝	noun	worship; adoration	ja.wikipedia.org	500px-Before_the_Hajj_is_complete,_pilgrims_must_return_to_Mecca_to_perform_a_"farewell_tawaf"_around_the_Kaaba._-_Flickr_-_Al_Jazeera_English.jpg
川	noun	river	ja.wikipedia.org	500px-View_from_Cairo_Tower_31march2007.jpg
工場	noun	factory	en.wikipedia.org (ja article)	500px-Wolfsburg_VW-Werk.jpg
工業	noun	industry; manufacturing	en.wikipedia.org (ja article)	500px-New_Horizons_on_work_stand.jpg
左	noun	left (side)	ja.wikipedia.org	500px-Braun_ABW41_(silber).jpg
差別	noun	discrimination	en.wikipedia.org (ja article)	500px-Negro_drinking_at_"Colored"_water_cooler_in_streetcar_terminal,_Oklahoma_City,_Oklahoma_by_Russell_Lee.jpg
市場	noun	market	ja.wikipedia.org	500px-Mercado_dos_Lavradores,_Madeira_(16587278615).jpg
布団	noun	futon; bedding	ja.wikipedia.org	500px-Ryokan-hakone-en-4.jpg
席	noun	seat	en.wikipedia.org (ja article)	500px-Upminster_station_MMB_02.jpg
帽子	noun	hat; cap	ja.wikipedia.org	500px-Chapeaux_en_peau_de_castor.jpg
平和	noun	peace	ja.wikipedia.org	Peace_at_the_End_of_the_Civil_War.jpg
年	noun	year; age	ja.wikipedia.org	500px-Four_seasons.jpg
幸福	noun	happiness	en.wikipedia.org (ja article)	500px-Girl_of_Vietnam.jpg
幻想	noun	illusion; fantasy	en.wikipedia.org (ja article)	500px-August_Natterer_Meine_Augen_zur_Zeit_der_Erscheinungen.jpg
広告	noun	advertisement	en.wikipedia.org (ja article)	500px-The_Ladies'_home_journal_(1948)_(14785694143).jpg
床	noun	floor	ja.wikipedia.org	500px-Laminaat.jpg
店	noun	shop; store	ja.wikipedia.org	500px-Matsuya_Keihan_Moriguchi_Station.jpg
店員	noun	shop clerk	ja.wikipedia.org	500px-Matsuya_Keihan_Moriguchi_Station.jpg
座席	noun	seat	en.wikipedia.org (ja article)	500px-Upminster_station_MMB_02.jpg
庭	noun	garden; yard	en.wikipedia.org (ja article)	500px-Typical_suburban_backyard.jpg
廃棄	noun	disposal; scrapping	ja.wikipedia.org	Vuilnis.JPG
廊下	noun	corridor; hallway	ja.wikipedia.org	500px-Horyu-ji_entasis2048b.jpg
建設	noun	construction	ja.wikipedia.org	500px-Sky_scraper_construction.jpg
弁当	noun	boxed lunch	ja.wikipedia.org	500px-Home_made_Bento.jpg
引き出し	noun	drawer	ja.wikipedia.org	500px-Ådring.JPG
引っ越し	noun	moving house	ja.wikipedia.org	500px-Umzugslift.jpg
弟	noun	younger brother	ja.wikipedia.org	500px-Nuclear_family_member_younger_brother.svg.png
役所	noun	government office	ja.wikipedia.org	500px-HH_Rathaus_pano1.jpg
征服	noun	conquest; subjugation	en.wikipedia.org (ja article)	500px-Peter_Paul_Rubens_-_The_Triumph_of_Victory_-_WGA20328.jpg
後ろ	noun	behind; back	ja.wikipedia.org	Human_back.jpg
心	noun	heart; mind	en.wikipedia.org (ja article)	500px-Mental_capacities.svg.png
心配	noun	worry; concern	en.wikipedia.org (ja article)	500px-Edvard_Munch,_1893,_The_Scream,_oil,_tempera_and_pastel_on_cardboard,_91_x_73_cm,_National_Gallery_of_Norway.jpg
快挙	noun	splendid feat	ja.wikipedia.org	500px-Rosa_'Kaikyo'.jpg
思いやり	noun	consideration; thoughtfulness	en.wikipedia.org (ja article)	500px-There's_no_crying_in_baseball!_(4549295140)_2.jpg
急行	noun	express train	en.wikipedia.org	500px-Acela_old_saybrook_ct_summer2011.jpg
怪我	noun	injury	ja.wikipedia.org	500px-Xraymachine.JPG
恐怖	noun	fear; terror	ja.wikipedia.org	500px-Scared_Child_at_Nighttime.jpg
息子	noun	son	ja.wikipedia.org	500px-Seki_Shiro_with_his_sons.JPG
患者	noun	patient	ja.wikipedia.org	BloodPressure2.jpg
悲しみ	noun	sorrow; sadness	en.wikipedia.org (ja article)	500px-Sépulcre_Arc-en-Barrois_111008_12.jpg
情報	noun	information	en.wikipedia.org (ja article)	500px-Pioneer_plaque_(transparent).svg.png
意味	noun	meaning	en.wikipedia.org (ja article)	500px-Word,_object,_and_thought.svg.png
意見	noun	opinion	en.wikipedia.org (ja article)	500px-SF_Chinatown_soapboxing_p1060705.jpg
意識	noun	consciousness; awareness	en.wikipedia.org (ja article)	500px-RobertFuddBewusstsein17Jh.png
感情	noun	emotion; feelings	ja.wikipedia.org	500px-Sixteen_faces_expressing_the_human_passions._Wellcome_L0068375_(cropped).jpg
感謝	noun	gratitude; thanks	ja.wikipedia.org	500px-American_Flag_and_Cross_in_Normandy_American_Cemetery_and_Memorial.jpg
我慢	noun	patience; endurance	ja.wikipedia.org	500px-Statue_of_Gaman_no_Oni_in_Jyorenji.jpg
戦争	noun	war	en.wikipedia.org (ja article)	500px-Stele_of_Vultures_detail_01a.jpg
手	noun	hand	en.wikipedia.org (ja article)	500px-Hand,_fingers_-_back.jpg
手紙	noun	letter	ja.wikipedia.org	Stamp_of_Finland_-_1988_-_Colnect_827457_-_Postman_delivers_Letter.jpeg
手術	noun	surgery; operation	ja.wikipedia.org	500px-Surgeons_at_Work.jpg
打診	noun	sounding out; percussion (medical)	en.wikipedia.org (ja article)	500px-Attending_surgeon's_office;_examination_room,_Washington,_D.C._World_War_1_(1910s).jpg
批判	noun	criticism	ja.wikipedia.org	500px-Julio_Ruelas_-_Criticism_-_Google_Art_Project.jpg
技術	noun	technology; skill	en.wikipedia.org (ja article)	500px-Dampfturbine_Montage01.jpg
